user_id,user_age,user_gender,member_level,register_days,device_type,city_tier,is_vip,total_order_num,month_order_avg,week_visit_cnt,cart_add_cnt,collect_goods_num,return_order_num,refund_times,cross_shop_order,promo_order_ratio,silence_days,total_consume,avg_order_price,max_single_order,min_single_order,discount_save_money,coupon_use_cnt,redbag_income,high_price_goods_ratio,low_price_goods_ratio,logistics_extra_cost,good_comment_cnt,bad_comment_cnt,live_watch_duration,short_video_click,consult_service_cnt,share_product_cnt,popup_click_rate,search_word_cnt,repurchase_label
2710,37.0,0.0,1.0,1664.0,2.0,1.0,0.0,13.0,0.234375,9.0,41.0,3.0,3.0,0.0,2.0,0.46888400929016605,228.0,71.19723999037596,5.476710347205048,173.73314045943258,37.612855839036655,12.941680663047153,5.0,7.170429559247533,0.5992599357166,0.6091982091207044,9.042161239841256,2.0,0.0,31.843149173221597,96.0,1.0,9.0,0.15316699762723554,8.0,1
2711,29.0,1.0,0.0,350.0,3.0,2.0,0.0,8.0,0.6857142857142857,5.0,10.0,5.0,0.0,0.0,3.0,0.508579450517608,93.0,52.75827491832467,6.594783540442642,2671.467846784268,53.48239872544935,72.97845509052789,10.0,130.23238988761096,0.06896571245696737,0.4935641157202224,7.689721369084988,6.0,0.0,22.255525700899675,9.0,1.0,7.0,0.3699400741116068,29.0,1
2712,22.0,0.0,0.0,1156.0,1.0,4.0,0.0,4.0,0.10380622837370243,71.0,0.0,4.0,1.0,0.0,0.0,0.21139792111697175,104.0,69.43841663706719,17.359599819366842,78.94413503308915,13.26465263410071,25.309174971323674,22.0,62.79331215994672,0.7943825376049167,0.5215502456422214,2.2343189311718454,0.0,0.0,20.5814855897822,3.0,2.0,6.0,0.14718706735144815,10.0,1
2713,52.0,0.0,0.0,546.0,0.0,2.0,0.0,14.0,0.7692307692307693,1.0,8.0,3.0,1.0,0.0,1.0,0.42966241648925857,237.0,118.40777338409694,8.457697494742819,39.06134716187949,30.537521440536672,,6.0,142.81891726894622,0.0,0.5552267725712032,21.731690398020717,0.0,1.0,56.66903378995169,6.0,2.0,2.0,0.12358539686329498,31.0,1
2714,37.0,0.0,0.0,599.0,2.0,0.0,1.0,11.0,0.5509181969949917,12.0,1.0,21.0,0.0,0.0,0.0,0.35652061129427004,230.0,117.48769856147432,10.680698898252311,66.5322498699969,22.19599663615025,319.4303666439859,24.0,34.438962802829074,0.6636195180229669,0.6142648401025912,21.06651363514552,3.0,0.0,54.661177042059364,49.0,0.0,2.0,0.3341610938064888,39.0,0
2715,20.0,1.0,0.0,32.0,0.0,1.0,0.0,5.0,4.6875,4.0,7.0,81.0,0.0,0.0,3.0,0.5491452899366104,282.0,2030.011436157112,406.0022060309812,8.218011129702413,16.02187913752627,23.903149101962093,3.0,6.361737970125218,0.0,0.299257456606583,5.5351140520223385,8.0,1.0,89.02278725732417,12.0,0.0,4.0,0.2902306779182108,14.0,0
2716,17.0,1.0,0.0,259.0,0.0,0.0,0.0,2.0,0.23166023166023167,1.0,5.0,3.0,1.0,0.0,5.0,0.6058188229467685,322.0,129.88912979272118,64.94453242409438,380.90366536232995,19.510700514926974,40.01968486357156,14.0,23.716012020756224,0.0,0.2846101893269105,9.388338232896881,1.0,0.0,62.76938793871123,4.0,0.0,4.0,0.22567599891231443,9.0,1
2717,42.0,1.0,2.0,476.0,1.0,2.0,0.0,7.0,0.4411764705882353,3.0,5.0,3.0,1.0,1.0,6.0,0.3640591634255744,153.0,20.385876358969075,2.9122676352430625,14.995159891210964,24.420633685657563,379.6358218425115,5.0,15.930701991926705,0.3222129599486838,0.528899761845015,19.572884308638635,7.0,0.0,19.43003992690052,2.0,1.0,6.0,0.27734798214420264,43.0,1
2718,36.0,1.0,0.0,825.0,0.0,1.0,1.0,32.0,1.1636363636363636,1.0,3.0,5.0,1.0,1.0,4.0,0.7564299121808665,316.0,121.02135433950974,3.781917204924767,2356.8857079740774,4.057888659257704,240.25912051371603,1.0,25.79136359087803,0.13691733427479438,0.37174205051733084,22.823366876339307,3.0,0.0,42.011608328844645,71.0,0.0,1.0,0.20517211914330602,14.0,0
2719,53.0,1.0,0.0,972.0,3.0,3.0,0.0,9.0,0.2777777777777778,5.0,2.0,1.0,2.0,1.0,3.0,0.7215765963942767,298.0,80.88117720277893,8.986796468442495,78.28128679233812,4.228063747313109,13.324315712096668,8.0,20.56079013907103,0.7660652749956045,0.48173693956630054,19.66843593357856,2.0,0.0,14.054286889244777,19.0,1.0,4.0,0.17297547898787818,12.0,1
2720,30.0,0.0,0.0,920.0,1.0,2.0,0.0,8.0,0.2608695652173913,3.0,5.0,10.0,1.0,0.0,3.0,0.4316948228425973,76.0,172.65905138561513,21.582378725404553,110.29257034417476,11.590321168341097,107.78640444458816,34.0,16.049697274642895,0.30999567994028154,0.20285653912676654,12.489411254088646,0.0,0.0,18.556968916906587,11.0,1.0,3.0,0.2530509727926289,8.0,1
2721,36.0,1.0,0.0,33.0,1.0,0.0,0.0,13.0,11.818181818181817,2.0,7.0,7.0,0.0,0.0,3.0,1.0,348.0,162.12937653798124,12.471489543576286,581.7171825042129,7.95896338679136,79.73498321742709,13.0,14.908990378741777,0.12290773467820931,0.2852266857075838,17.97110624789741,3.0,0.0,229.3035423542148,9.0,1.0,3.0,0.3294381744833753,10.0,0
2722,25.0,0.0,0.0,,1.0,1.0,0.0,14.0,0.4671857619577308,1.0,8.0,7.0,1.0,0.0,1.0,0.4877417200631985,212.0,542.9637274282591,38.783120617509894,185.90839204667014,5.932831700660507,15.440545087602542,10.0,39.54115814163868,0.075325627874119,0.590604925983823,12.165791375604996,6.0,1.0,43.15566339950358,22.0,1.0,12.0,0.12748521906952642,5.0,0
2723,38.0,0.0,0.0,388.0,1.0,2.0,0.0,10.0,0.7731958762886598,13.0,16.0,0.0,2.0,0.0,3.0,0.5294883375659667,218.0,45.21532687180544,4.521532235027321,49.53392658889238,17.61504290349579,28.61138477335453,85.0,145.6658632313975,0.30821531675957475,0.5555255876791536,2.424860609499591,5.0,0.0,178.15172855536176,46.0,0.0,0.0,0.22521004045004636,6.0,0
2724,54.0,1.0,1.0,1585.0,1.0,1.0,,7.0,0.13249211356466875,4.0,30.0,0.0,2.0,0.0,1.0,0.5362924848115609,365.0,242.71136842197097,34.67304767841761,201.82017353937965,34.69976949497532,500.0700482804013,4.0,18.19733391188213,0.0,0.640149986270268,6.034896575240307,3.0,0.0,174.251244165202,8.0,2.0,3.0,0.01650202015735691,1.0,0
2725,20.0,0.0,1.0,798.0,0.0,2.0,0.0,4.0,0.15037593984962405,6.0,3.0,4.0,0.0,0.0,3.0,0.5613808617186837,266.0,74.00453636339267,18.5011294655658,19.045444728227697,2.888533864927441,757.8463121974808,20.0,7.295869205908671,0.4500110277788557,0.32992803884282473,4.773918584177323,7.0,0.0,337.08106378988174,5.0,1.0,1.0,0.40628325482448135,14.0,0
2726,16.0,1.0,0.0,456.0,1.0,4.0,0.0,26.0,1.7105263157894737,5.0,3.0,12.0,2.0,0.0,1.0,0.12395781604930745,29.0,2994.936128979325,115.1898466842107,116.6635569305043,12.610440157861609,72.21176130600963,3.0,6.947053567854081,0.0,0.39605969817882664,31.92000602383071,0.0,0.0,9.023201249373278,25.0,0.0,,0.33348118812798316,85.0,1
2727,28.0,0.0,1.0,1618.0,0.0,,0.0,4.0,0.07416563658838073,5.0,104.0,0.0,0.0,1.0,8.0,0.433473284884603,130.0,68.9571607207432,17.239285870364334,901.7846463226116,10.173975527319342,41.41929599229826,4.0,41.99697101195354,0.015241700949517822,0.24650345787451866,27.479982544249644,36.0,1.0,2568.723922585122,42.0,1.0,7.0,0.2374697095344207,30.0,0
2728,36.0,1.0,0.0,1168.0,0.0,1.0,1.0,52.0,1.3356164383561644,3.0,32.0,16.0,0.0,1.0,17.0,0.2397637515053366,245.0,873.3663253712238,16.79550593414842,58.17958859734995,32.394439501152455,151.64663287796176,11.0,33.721516898836676,0.16085302822589564,0.23294689316423473,5.861557725009331,8.0,1.0,33.65355156588257,9.0,0.0,1.0,0.3725358425666295,4.0,0
2729,41.0,1.0,0.0,1628.0,1.0,3.0,0.0,9.0,0.16584766584766586,22.0,4.0,4.0,1.0,1.0,1.0,0.4372275460091578,354.0,220.53914016032905,24.5043461839981,2326.56635014034,31.804780507921024,30.60186441003498,37.0,6.985760077308655,0.08243794098703894,0.39741390942809923,12.197898331760468,0.0,0.0,528.0707897167665,11.0,1.0,2.0,0.3282032228431506,26.0,1
2730,65.0,1.0,1.0,224.0,0.0,1.0,0.0,,1.0714285714285714,46.0,2.0,2.0,0.0,0.0,1.0,0.6696520215040881,73.0,15.986476920777912,1.9983093653085686,88.76928379197696,14.114682788646839,44.47039460112255,21.0,15.991592048453318,0.0,0.37570062910659724,4.880730155545262,20.0,0.0,10.330365907685259,90.0,2.0,1.0,0.29516834806670833,19.0,1
2731,60.0,1.0,2.0,217.0,3.0,0.0,0.0,19.0,2.6267281105990783,21.0,6.0,6.0,1.0,0.0,2.0,0.6700676791441633,214.0,43.15387923585357,2.2712566823472047,878.9874767520239,10.469389555462833,28.01002115829156,4.0,79.75465379940432,0.29524110405438014,0.5621514716273268,6.900274014187705,3.0,0.0,186.21112804342815,4.0,1.0,3.0,0.08653226653678212,52.0,0
2732,36.0,1.0,1.0,156.0,1.0,1.0,0.0,3.0,0.5769230769230769,5.0,8.0,1.0,0.0,1.0,3.0,0.5240130340254797,253.0,372.9584980712426,124.31945791726156,96.18872282034965,63.88905637036826,68.26996762358284,3.0,51.7305865262895,0.6446021305687175,0.6795912691349136,2.558898387966681,2.0,1.0,21.269865382558642,3.0,3.0,1.0,0.5236479340014888,24.0,0
2733,33.0,1.0,0.0,789.0,3.0,4.0,0.0,15.0,0.5703422053231939,4.0,29.0,0.0,0.0,0.0,10.0,0.5669611261404035,359.0,106.74501394538379,7.116333788603334,313.83698289765397,9.430865447639018,17.389482500919158,4.0,29.38211274195144,0.6760065560752349,0.5746479801936816,9.054065291687404,1.0,1.0,46.50264945671276,77.0,0.0,15.0,0.32895910232289954,2.0,0
2734,52.0,0.0,2.0,1544.0,0.0,4.0,0.0,9.0,0.1748704663212435,14.0,0.0,22.0,0.0,0.0,0.0,0.029167074826490558,7.0,100.35427933450158,11.150474242669706,308.61895918581655,21.15291212672109,22.953028284457826,1.0,68.24390384454597,0.09214049409052827,0.6566645760093197,13.95003501959247,,0.0,193.15006697752042,58.0,4.0,1.0,0.0,1.0,0
2735,60.0,0.0,0.0,36.0,3.0,1.0,0.0,13.0,10.833333333333334,2.0,3.0,5.0,1.0,0.0,3.0,0.36682014699404514,47.0,103.53669360087966,7.964360433578403,48.70214957534564,24.112691620585014,8.273560953497448,6.0,158.26782399169932,0.5354565057715177,0.4986742675301863,20.294807813645228,0.0,1.0,3083.751081030382,10.0,0.0,0.0,0.2404193302951753,107.0,1
2736,47.0,1.0,,636.0,0.0,2.0,0.0,3.0,0.14150943396226415,27.0,124.0,2.0,0.0,1.0,15.0,0.21736147365968694,101.0,3.703319159918814,1.2344393084931684,64.08161527515315,8.600720709870078,164.10479814101805,11.0,81.43153905721267,0.7099310970569888,0.5555419021934751,12.373826970073019,2.0,0.0,327.52862981645524,15.0,0.0,6.0,0.24669166868389583,135.0,1
2737,51.0,1.0,0.0,9.0,0.0,1.0,0.0,3.0,10.0,11.0,12.0,3.0,1.0,0.0,1.0,0.11419866425446995,36.0,13.802027150286422,4.600674183204079,165.2788155383373,38.72361362200424,550.4887432101863,10.0,18.400585707830412,0.7147976311992006,0.5723852274938166,57.15448595849207,,0.0,25.088597319829383,14.0,1.0,4.0,0.32760627059399966,4.0,0
2738,32.0,1.0,1.0,1064.0,0.0,3.0,0.0,0.0,0.0,3.0,13.0,2.0,0.0,0.0,12.0,0.39220354416617803,153.0,691.8993211883563,691899321.1883564,382.059524960935,11.491242918239022,14.757796747147937,7.0,41.6844776247654,0.662999680322307,0.7497273828620135,20.149029850937048,3.0,0.0,55.20661528430296,11.0,1.0,2.0,0.23871176182481174,6.0,1
2739,50.0,1.0,2.0,1493.0,1.0,1.0,0.0,4.0,0.08037508372404555,6.0,5.0,4.0,2.0,0.0,1.0,0.6549038737390283,139.0,23.938105049472924,5.9845247662370396,54.752713246890075,20.58160610090875,20.876705624664595,22.0,15.280412217456599,0.1797008714288388,0.6804950776620147,22.87876084073179,9.0,2.0,27.903702020263808,1.0,1.0,0.0,0.20946137632269593,31.0,1
2740,64.0,1.0,0.0,179.0,0.0,0.0,0.0,4.0,0.6703910614525139,9.0,33.0,5.0,0.0,0.0,1.0,0.47553431224051257,146.0,138.8293270532281,34.70732308647625,56.49925985293899,13.507410429509422,75.13758136226164,29.0,57.68638042669354,0.3205198317762681,0.08761593994954137,7.27619298916378,48.0,0.0,59.74495046780611,27.0,2.0,0.0,0.20735976946563964,5.0,1
2741,26.0,0.0,0.0,1665.0,1.0,3.0,0.0,3.0,0.05405405405405406,3.0,1.0,12.0,0.0,0.0,17.0,0.15748336563330373,26.0,327.1997956087922,109.06656218074333,245.15424457773145,5.104315455245991,88.08680614432616,6.0,16.57084751033539,0.3687961508845978,0.647922957813111,11.347956769683606,1.0,1.0,181.2749129885979,4.0,1.0,2.0,0.26980328234999246,24.0,1
2742,36.0,0.0,1.0,959.0,0.0,1.0,0.0,6.0,0.18769551616266947,14.0,6.0,2.0,1.0,0.0,14.0,0.5562760447656365,180.0,184.7303310811863,30.78838338213382,417.25695119381294,2.5982116225044414,140.68897948855613,3.0,32.52733706641784,0.0,0.5945609878169674,18.66115529071329,2.0,1.0,1643.7023366592216,3.0,2.0,9.0,0.4043715344258595,46.0,1
2743,41.0,0.0,2.0,501.0,0.0,0.0,1.0,8.0,0.47904191616766467,17.0,0.0,1.0,1.0,0.0,0.0,0.622437139287631,155.0,992.0503867968563,124.0062828488217,235.65127332722423,21.32081393711069,25.878420510400332,11.0,4.5938089345777335,0.3212576265998043,0.30404294794530773,13.26608761355913,17.0,2.0,152.85832520661472,18.0,1.0,5.0,0.023534318913888047,48.0,0
2744,19.0,0.0,0.0,373.0,1.0,3.0,0.0,14.0,1.126005361930295,3.0,11.0,3.0,0.0,0.0,11.0,0.8628194559135337,119.0,6.286362101323418,0.4490258323069704,137.49171727839706,100.7702330779116,22.186316755994575,3.0,20.45619518969235,0.5726084763420203,0.24875181163048832,12.142906507107348,3.0,0.0,123.97840306247774,41.0,0.0,0.0,0.3002472073224647,47.0,1
2745,49.0,1.0,2.0,1092.0,0.0,3.0,0.0,15.0,0.4120879120879121,3.0,6.0,90.0,2.0,2.0,7.0,0.0,70.0,360.7131860467839,24.047544133282653,387.1015946675188,4.224965151271471,47.41644634672912,17.0,15.382419210414941,0.5158760896779352,0.7024875514616203,13.390631365046655,3.0,2.0,808.453240567274,5.0,1.0,0.0,0.42424339659660837,22.0,0
2746,63.0,1.0,0.0,970.0,1.0,,0.0,17.0,0.5257731958762886,4.0,1.0,7.0,1.0,0.0,6.0,0.32081276655883384,74.0,308.45855730174526,18.144619950419134,712.0188270146609,5.319636172583376,9.507734834440797,6.0,12.24914770682716,0.691427878130674,0.26904247084708177,3.640821222974029,0.0,0.0,251.12756509342077,1.0,0.0,1.0,0.4881342233990912,21.0,0
2747,33.0,1.0,1.0,1690.0,1.0,4.0,1.0,18.0,0.3195266272189349,1.0,44.0,9.0,1.0,0.0,1.0,0.3031228811335186,121.0,577.8316893257293,32.101758734665026,87.220891222687,21.619760804491836,17.521909484208777,6.0,,0.11585677791085408,0.6287029174353431,4.851402298835351,6.0,0.0,83.6911836657627,227.0,0.0,1.0,0.2313694318829255,38.0,1
2748,55.0,0.0,0.0,1448.0,2.0,2.0,0.0,11.0,0.22790055248618785,0.0,29.0,4.0,0.0,1.0,6.0,0.6616066907357755,154.0,138.4459707191172,12.585996193920094,110.37547755339861,10.43463923696057,12.893492916085851,32.0,73.41845209602461,0.30342703544677463,0.7253649324172776,20.547942053773756,2.0,1.0,13.747084144376572,11.0,2.0,9.0,0.2756685212590151,52.0,1
2749,50.0,0.0,0.0,515.0,0.0,1.0,0.0,8.0,0.4660194174757281,3.0,45.0,40.0,2.0,0.0,7.0,0.15890332051781192,205.0,22.979785060644375,2.8724727735214506,75.51542532144423,10.831170380205563,2.2364347768350683,8.0,34.708029270476295,0.5522915387197078,0.5032422275677803,13.329805652540522,2.0,1.0,614.9200189986369,11.0,0.0,1.0,0.1645722293290838,33.0,1
2750,56.0,0.0,1.0,364.0,3.0,0.0,0.0,24.0,1.978021978021978,1.0,1.0,15.0,0.0,0.0,3.0,0.5404777341628191,325.0,,63.09681598628739,1440.1758558706451,20.785505666775766,14.55816078768214,2.0,48.55005956113018,0.0,0.6530885971373627,24.11569060900787,1.0,0.0,11.79805318265492,159.0,1.0,2.0,0.1727702222166037,6.0,1
2751,44.0,1.0,2.0,777.0,1.0,1.0,0.0,18.0,0.694980694980695,29.0,3.0,1.0,1.0,0.0,19.0,0.4493939295006002,227.0,533.3547049230515,29.63081529401312,1120.8674133749157,11.473263287323459,67.97719831852783,2.0,6.7358737813682374,0.5030149922872588,0.587420389024649,5.043270639836144,3.0,0.0,36.97906575040292,2.0,1.0,,0.27879899096497684,4.0,1
2752,44.0,0.0,0.0,1475.0,3.0,0.0,1.0,1.0,0.02033898305084746,3.0,57.0,7.0,0.0,0.0,0.0,0.29095119408120174,48.0,301.1288719532174,301.1285708246466,38.341788082353276,28.78554697604763,25.166480825407383,33.0,8.539371331805437,0.97594585031641,0.4221199505827442,12.087583797988085,9.0,0.0,35.687492142435744,11.0,0.0,20.0,0.5663467889776623,47.0,1
2753,53.0,0.0,0.0,1540.0,0.0,2.0,0.0,6.0,0.11688311688311688,7.0,34.0,3.0,1.0,1.0,4.0,0.35570279841169355,70.0,1001.2396331252406,166.87324437533272,124.92248742185377,3.661555419916586,11.095878433947444,3.0,40.25961641577474,0.29179322374371747,0.3931703251103141,7.45287664832412,1.0,0.0,565.3539231749022,2.0,0.0,5.0,0.2656177610794241,17.0,1
2754,57.0,0.0,0.0,774.0,1.0,0.0,0.0,0.0,0.0,2.0,74.0,9.0,1.0,1.0,1.0,0.22172600090910338,43.0,777.56968737211,777569687.37211,754.6043202367782,10.260646118308085,32.65729600871521,1.0,37.90269936828863,0.0,0.7290691804080563,47.571185651793655,1.0,1.0,11.070467089028616,8.0,1.0,0.0,0.6979040882304793,56.0,1
2755,36.0,0.0,0.0,329.0,2.0,2.0,0.0,0.0,0.0,29.0,8.0,17.0,1.0,1.0,10.0,0.4043968040304622,98.0,567.0974172810224,567097417.2810224,113.28589633460089,2.4679540474660056,32.45935560063085,34.0,65.2035026027798,0.4422997407783229,0.7684763331174875,13.389004012602676,9.0,0.0,42.50706073935962,6.0,2.0,3.0,0.45948776573082395,15.0,1
2756,57.0,1.0,1.0,794.0,0.0,1.0,0.0,4.0,0.15113350125944586,4.0,10.0,1.0,1.0,1.0,7.0,0.44780361954205455,185.0,115.84742365659635,28.961848673686916,239.51089245442625,21.187483157954965,145.70949012693458,21.0,16.09746222811425,0.05247460284438474,0.37608336201558923,25.137554436445242,16.0,1.0,102.54412303141743,14.0,3.0,5.0,0.4764832878585302,6.0,0
2757,28.0,0.0,0.0,962.0,1.0,2.0,0.0,6.0,0.1871101871101871,1.0,26.0,8.0,1.0,0.0,2.0,0.2892910801981944,296.0,326.55437991520444,54.42572091491392,41.189997180866975,3.4894994340114205,18.002643210879064,12.0,19.77954292889907,0.25901242964755994,0.16308787014822013,32.0665083848336,12.0,1.0,15.594124961012831,24.0,2.0,1.0,0.30790126579233246,6.0,0
2758,64.0,0.0,1.0,370.0,2.0,3.0,0.0,4.0,0.3243243243243243,9.0,2.0,2.0,0.0,1.0,5.0,0.010749514486085965,8.0,72.73113529516604,18.18277927809669,2818.8501684507205,3.939031312506069,64.62142272101634,9.0,14.293866773601932,0.2502372018657581,0.21308931592052932,24.521633156746837,2.0,0.0,88.15478246630431,8.0,0.0,6.0,0.622040146340834,38.0,0
2759,56.0,0.0,0.0,597.0,1.0,2.0,0.0,0.0,0.0,6.0,,28.0,0.0,0.0,0.0,0.7174855026490319,206.0,13.685842699234241,13685842.699234242,24.82218090373151,8.147912277476129,4.279781244669753,35.0,5.154426081931514,0.5070323949054021,0.6994315806676261,22.29581872842232,7.0,1.0,39.11614183650742,7.0,0.0,1.0,0.01642469439502922,67.0,0
2760,32.0,0.0,3.0,1411.0,0.0,2.0,0.0,20.0,0.4252303330970943,16.0,323.0,17.0,2.0,0.0,10.0,0.48551422849871917,67.0,729.6659991075338,36.48329813121178,398.0625622805709,4.186365532610879,26.07210088864859,23.0,53.94032934367492,0.40886152223276,0.46850467086275005,24.86387894628487,4.0,,29.219941069226138,0.0,0.0,2.0,0.20321288843472055,6.0,1
2761,24.0,1.0,0.0,1571.0,1.0,4.0,0.0,3.0,0.05728835136855506,4.0,7.0,0.0,4.0,,0.0,0.5728129247896107,297.0,2615.4309730037417,871.810033731236,15.245137764797883,11.270044110884854,5.385081675416815,18.0,5.2133704250135064,0.0,0.675165075674558,9.10890248908699,6.0,0.0,369.45665560498804,2.0,2.0,5.0,0.25334192188872395,54.0,1
2762,56.0,1.0,0.0,1138.0,0.0,3.0,0.0,14.0,0.3690685413005273,5.0,1.0,1.0,0.0,0.0,2.0,0.3995285614170059,351.0,26.465231361105776,1.8903735336237317,105.57011961800984,7.298992756992404,28.446251383116035,5.0,68.09432512307455,0.0,0.35330418580295286,22.773794480039378,1.0,0.0,8.178729381894819,15.0,1.0,0.0,0.005637162027907039,7.0,1
2763,16.0,0.0,0.0,571.0,2.0,2.0,0.0,3.0,0.15761821366024517,1.0,20.0,1.0,0.0,0.0,1.0,0.6147796368936087,328.0,5.331994638445127,1.7773309537047244,111.03173754857158,24.55614605931419,199.4713393367745,0.0,18.265958656900917,0.17622358030794238,0.27500301528019,24.513991363122777,4.0,2.0,54.28091188198807,29.0,1.0,1.0,0.16838357821511726,50.0,0
2764,17.0,1.0,2.0,1062.0,0.0,2.0,0.0,4.0,0.11299435028248588,11.0,3.0,5.0,1.0,0.0,11.0,0.03152376135728363,253.0,21.80097813197377,5.45024317043265,2147.7222616200584,10.426808636266466,39.99807128628201,24.0,22.628078994804696,0.51998972210004,0.5955316833319759,27.646347391122514,5.0,0.0,225.95015785540113,51.0,0.0,3.0,0.6247312121345844,3.0,0
2765,63.0,0.0,0.0,1569.0,0.0,2.0,0.0,13.0,0.248565965583174,5.0,10.0,8.0,1.0,0.0,1.0,0.412338399414128,268.0,350.25744731736853,26.94287849034539,863.6745139399045,2.2405083791425944,141.81415300251808,3.0,13.081277671573174,0.4295521407718783,0.29670698924269495,24.20360640890593,5.0,2.0,5.03480267807259,12.0,1.0,1.0,0.578364091797626,6.0,0
2766,44.0,1.0,0.0,377.0,0.0,0.0,0.0,5.0,0.3978779840848806,4.0,49.0,14.0,1.0,0.0,15.0,0.28762410873035527,333.0,202.5947457737723,40.51894105096625,56.71927189508258,12.22244561968784,71.10360806433503,6.0,16.91761131402923,0.8220844517147479,0.6800217107666168,2.4842494241269577,4.0,1.0,23.06996459645366,3.0,0.0,1.0,0.21718414933450203,7.0,1
2767,48.0,0.0,2.0,1423.0,1.0,0.0,0.0,9.0,0.18973998594518623,3.0,24.0,4.0,2.0,2.0,10.0,0.2911452612948535,93.0,450.0195078375247,50.002161981706976,301.9881432909473,9.882780015160957,21.847062283854374,5.0,101.59577477674591,0.011051889095391565,0.4492667330075927,5.672533884423654,16.0,1.0,82.03560061954595,3.0,1.0,4.0,0.1570320553987954,25.0,1
2768,25.0,0.0,2.0,1227.0,3.0,3.0,0.0,11.0,0.26894865525672373,3.0,6.0,4.0,1.0,0.0,0.0,0.6672525989674463,64.0,125.4405946089831,11.40368938229943,5411.550858116534,9.095929926211792,19.14747390012868,8.0,22.94028610675257,0.2139095435116588,0.2812626801066245,13.957388647165526,3.0,0.0,295.3357018365674,4.0,0.0,6.0,0.2947444616664906,8.0,0
2769,65.0,1.0,2.0,,0.0,2.0,0.0,1.0,0.024469820554649267,11.0,35.0,8.0,0.0,0.0,24.0,0.11783058800766388,304.0,2011.7517212889368,2011.7497095392273,302.13984114703516,10.284647524320139,220.2831098832658,3.0,34.2655921145993,0.6249565815212004,0.4362459607050289,12.489973701956245,4.0,0.0,75.05481398074885,4.0,1.0,7.0,0.4480061659987736,44.0,1
2770,55.0,1.0,0.0,100.0,0.0,0.0,0.0,14.0,4.2,1.0,1.0,191.0,1.0,0.0,1.0,0.6940174765830416,198.0,129.63597055459746,9.259711521063283,84.92371481979536,10.161169991112406,143.90318765464232,0.0,17.77377283684697,0.5492405671194533,0.24166593518264073,42.88992310489996,2.0,1.0,59.44030455415993,1.0,0.0,2.0,0.029995470628473103,19.0,0
2771,36.0,1.0,0.0,1422.0,0.0,1.0,0.0,2.0,0.04219409282700422,10.0,15.0,1.0,1.0,1.0,3.0,0.2757249892230952,27.0,550.0634550420505,275.0315900052302,16.2554742260446,17.782262713315312,204.10586006910424,2.0,4.85345957308776,0.052004647491914247,0.5426185626236173,28.515464971272777,2.0,1.0,7.042821828282238,1.0,1.0,6.0,0.4897111287828176,12.0,0
2772,43.0,0.0,1.0,1474.0,2.0,1.0,0.0,2.0,0.0407055630936228,1.0,7.0,0.0,0.0,0.0,7.0,0.3576246574180006,104.0,99.39633605136434,49.69814317661058,2096.1088700759155,11.169022398340081,30.13431964949112,30.0,17.539288385010206,0.7132752798041196,0.4661053331231711,18.928032061265515,7.0,0.0,2.8206776191647687,2.0,2.0,4.0,0.14136310314580908,4.0,1
2773,26.0,0.0,0.0,816.0,1.0,4.0,0.0,3.0,0.11029411764705882,0.0,0.0,,1.0,1.0,7.0,0.46744159434038146,312.0,15.988957834104625,5.3296508348179295,28.052622074497258,11.225616673710466,22.963334309865566,3.0,26.650689372794815,0.28889507435505796,0.2471703914805145,4.491084666057906,1.0,0.0,355.40854073508183,3.0,1.0,1.0,0.031168397649727703,85.0,0
2774,49.0,1.0,0.0,118.0,0.0,1.0,1.0,21.0,5.338983050847458,20.0,2.0,2.0,,0.0,5.0,0.47384554944420637,298.0,188.42808601357322,8.972765573371792,2153.8496476915884,27.268842839982685,226.853957552636,14.0,71.49720538221528,0.4656379723694951,0.6363900079449363,3.4197375050885186,0.0,0.0,1.3560487547206654,284.0,1.0,1.0,0.1679031702056446,15.0,1
2775,23.0,0.0,0.0,421.0,1.0,1.0,0.0,1.0,0.07125890736342043,1.0,11.0,2.0,2.0,0.0,4.0,0.6006992526998107,164.0,11.627153658636082,11.627142031494051,549.856536219667,8.69543773971763,7.148582782944447,12.0,7.674120197173702,0.38402198063990556,0.21741114405778889,4.789257282132478,1.0,0.0,158.36720153899975,1.0,2.0,10.0,0.27675273567497566,1.0,1
2776,37.0,0.0,3.0,1267.0,0.0,2.0,1.0,17.0,0.40252565114443567,5.0,31.0,5.0,0.0,0.0,1.0,0.2025703761368602,115.0,78.12454305437268,4.595561085812446,315.34349173025765,5.811579997034767,12.435461786319546,3.0,20.887762802092773,0.13364060706541456,0.5076901009645937,50.798662258454684,2.0,0.0,82.20400028964744,10.0,0.0,3.0,,16.0,1
2777,23.0,0.0,0.0,541.0,0.0,2.0,1.0,12.0,0.6654343807763401,3.0,12.0,1.0,0.0,0.0,5.0,0.21678257129926737,67.0,49.82321453504316,4.151934198592413,320.18250240165725,17.911702179759928,27.775773417608967,23.0,17.804959108093406,0.5286923082765498,0.574910491553084,14.224647236206225,6.0,1.0,85.08502111987926,1.0,0.0,5.0,0.07382448426584678,7.0,1
